Mandat,Sous-mandat,X,Y,Commune,Remarque,Info,Type 1,Type 2,Type 3
6397,_03106,2604079,1129950,Crans-Montana,,,Géotechnique,na,na
6398,_03107,2600724,1124077,Lens,,,Géotechnique,na,na
6399,_03108,2601100,1127901,Lens,,,Géothermie,na,na
6400,_03109,2585274,1112190,Isérables,,,Dangers naturels,na,na
6402,_03110,2605053,1097648,Evolène,,,Hydrogéologie,na,na
6403,_03111,2595389,1121415,Sion,,,Dangers naturels,na,na
6405,_03112,2588644,1113851,Nendaz,,,Géotechnique,na,na
6407,_03113,2562721,1126183,Collombey-Muraz,,,Géotechnique,na,na
6408,_03114,2587726,1121132,Conthey,,,Diagnostic polluant batiment,na,na
6412,_03115,2593753,1116923,Sion,,,Dangers naturels,Géotechnique,na
6413,_03116,2566226,1132387,Leysin,,,Hydrogéologie,na,na
6414,_03117,2593672,1117641,Sion,,,Géotechnique,na,na
6415,_03118,2600349,1123080,St-Léonard,,,Hydrogéologie,na,na
6416,_03119,2584468,1109738,Riddes,,,Géotechnique,na,na
6417,_03120,2600205,1117296,Mont-Noble,,,Géotechnique,na,na
6418,_03121,2572389,1104525,Martigny,,,Géotechnique,na,na
6419,_03122,2593207,1117574,Sion,,,Dangers naturels,na,na
6420,_03123,2585599,1108650,Riddes,,,Hydrogéologie,na,na
6421,_03124,2609172,1130021,Salgesch,,,Environnement,na,na
6422,_03125,2592192,1119418,Sion,,,Géotechnique,na,na
6424,_03126,2591873,1109526,Nendaz,,,Dangers naturels,na,na
6425,_03127,2595644,1124682,Arbaz,,,Géotechnique,na,na
6426,_03128,2585950,1113970,Nendaz,,,Géotechnique,na,na
6427,_03129,2595159,1120223,Sion,,,Infiltration,na,na
6428,_03130,2608695,1123796,Chippis,,,Dangers naturels,na,na
6429,_03131,2575400,1109811,Fully,,,Hydrogéologie,na,na
6431,_03132,2591666,1121916,Savièse,,,Expertise,na,na
6432,_03133,2568120,1133875,Leysin,,,Géotechnique,na,na
6433,_03134,2595899,1113960,Vex,,,Géothermie,na,na
6434,_03135,2552975,1147578,Chardonne,,,Géotechnique,na,na
6435,_03136,2530378,1167340,Eclépens,,,Dangers naturels,na,na
6436,_03137,2590510,1122020,Savièse,,,Géotechnique,na,na
6437,_03138,2606086,1126526,Sierre,,,Géotechnique,na,na
6438,_03139,2596210,1125123,Arbaz,,,Géotechnique,na,na
6439,_03140,2533741,1152919,Chavannes-près-Renens,,,Géotechnique,na,na
6440,_03141,2553237,1147671,Chardonne,,,Géotechnique,na,na
6441,_03142,2583409,1115000,Leytron,,,Photogrammétrie,na,na
6442,_03143,2587098,1100572,Val de Bagnes,,,Dangers naturels,na,na
6443,_03144,2641463,1130115,Naters,,,Dangers naturels,na,na
6444,_03145,2569739,1128341,Ollon,,,Dangers naturels,Géotechnique,na
6445,_03146,2559977,1143461,Montreux,,,Dangers naturels,na,na
6446,_03147,2575763,1108236,Martigny,,,Essais de plaque,na,na
6447,_03148,2594357,1123338,Savièse,,,Géotechnique,na,na
6448,_03149,2593232,1122077,Savièse,,,Géotechnique,na,na
6449,_03150,2596610,1123263,Grimisuat,,,Géotechnique,na,na
6450,_03151,2585086,1109637,Riddes,,,Géotechnique,na,na
6451,_03152,2595450,1120451,Sion,,,Essais de plaque,na,na
6452,_03153,2589989,1116260,Nendaz,,,Dangers naturels,na,na
6453,_03154,2582906,1113503,Riddes,,,Essais de plaque,na,na
6454,_03155,2580139,1103577,Val de Bagnes,,,Environnement,na,na
6455,_03156,2593279,1115620,Nendaz,,,Hydrogéologie,na,na
6456,_03157,2574659,1109014,Fully,,,Géotechnique,na,na
6457,_03158,2590369,1110560,Nendaz,,,Dangers naturels,Géotechnique,na
6458,_03159,2597040,1117447,Vex,,,Géothermie,na,na
6459,_03160,2561916,1132808,Yvorne,,,Dangers naturels,na,na
6460,_03161,2586834,1117802,Vétroz,,,Hydrogéologie,na,na
6462,_03162,2594709,1119496,Sion,,,Essais de plaque,na,na
6463,_03163,2592695,1115704,Nendaz,,,Dangers naturels,na,na
6464,_03164,2598200,1168081,na,,,Dangers naturels,na,na
6465,_03165,2584534,1109771,Riddes,,,Géotechnique,na,na
6466,_03166,2581141,1149841,Rougemont,,,Dangers naturels,na,na
6469,_03167,2581228,1113486,Saillon,,,Géotechnique,na,na
6470,_03168,2583579,1105033,Val de Bagnes,,,Géotechnique,na,na
6471,_03169,2594579,1120230,Sion,,,Dangers naturels,na,na
6472,_03170,2594059,1121240,Sion,,,Géotechnique,na,na
6474,_03171,2593181,1121750,Savièse,,,Géotechnique,na,na
6475,_03172,2595819,1123161,Grimisuat,,,Essais de plaque,na,na
6476,_03173,2567688,1107536,Salvan,,,Géotechnique,na,na
6478,_03174,2603762,1123143,Chalais,,,Géotechnique,na,na
6479,_03175,2587959,1119319,Vétroz,,,Infiltration,na,na
6481,_03176,2595947,1120296,Sion,,,Géotechnique,na,na
6482,_03177,2589481,1118761,Conthey,,,Diagnostic amiante,na,na
6483,_03178,2594771,1119018,Sion,,,Essais de plaque,na,na
6484,_03179,2593312,1120458,Sion,,,Géotechnique,na,na
6485,_03180,2598597,1122510,St-Léonard,,,Géotechnique,na,na
6486,_03181,2595313,1121786,Grimisuat,,,Géotechnique,na,na
6487,_03182,2646153,1139068,Riederalp,,,Dangers naturels,na,na
6488,_03183,2606505,1128545,Noble-Contrée,,,Dangers naturels,na,na
6489,_03184,2602702,1126292,Crans-Montana,,,Essais de plaque,na,na
6490,_03185,2581163,1113565,Saillon,,,Essais de plaque,na,na
6491,_03186,2594421,1119857,Sion,,,Environnement,na,na
6492,_03187,2559820,1147699,Blonay - Saint-Légier,,,Dangers naturels,na,na
6493,_03188,2593352,1120518,Sion,,,Expertise,na,na
6494,_03189,2582519,1112750,Riddes,,,Géotechnique,na,na
6495,_03190,2593239,1118118,Sion,,,Dangers naturels,na,na
6496,_03191,2572000,1106266,Martigny,,,Dangers naturels,na,na
6497,_03192,2589871,1117037,Nendaz,,,Infiltration,na,na
6498,_03193,2592665,1121992,Savièse,,,Géotechnique,na,na
6499,_03194,2597258,1121961,Sion,,,Géotechnique,na,na
6500,_03195,2583789,1105820,Val de Bagnes,,,Géothermie,na,na
6501,_03196,2595751,1122919,Grimisuat,,,Géothermie,na,na
6502,_03197,2607299,1126458,Sierre,,,Essais de plaque,na,na
6503,_03198,2587947,1113699,Nendaz,,,Géotechnique,na,na
6504,_03199,2530542,1167203,Eclépens,,,Dangers naturels,na,na
6505,_03200,2531170,1155367,Echandens,,,Dangers naturels,na,na
6505,_03201,2532310,1166660,Eclépens,,,Dangers naturels,na,na
6506,_03202,2587008,1118474,Vétroz,,,Essais de plaque,na,na
6507,_03203,2573200,1108846,Fully,,,Diagnostic amiante,na,na
6508,_03204,2592700,1115603,Nendaz,,,Géotechnique,na,na
6509,_03205,2603638,1124885,Crans-Montana,,,Géotechnique,na,na
6510,_03206,2595045,1119296,Sion,,,Diagnostic amiante,na,na
6512,_03207,2591649,1119168,Sion,,,Dangers naturels,na,na
6513,_03208,2588589,1119407,Vétroz,,,Infiltration,na,na
6514,_03209,2579363,1110680,Saxon,,,Essais de plaque,na,na
6515,_03210,2590824,1119146,Sion,,,Dangers naturels,na,na
6516,_03211,2599064,1119782,Mont-Noble,,,Avis Géologique Danger,na,na
6517,_03212,2606983,1126600,Sierre,,,Essais de plaque,na,na
6518,_03213,2600632,1126132,Lens,,,Géotechnique,na,na
6519,_03214,2594276,1120493,Sion,,,Dangers naturels,na,na
6521,_03215,2569313,1110661,Dorénaz,,,Sites pollués,na,na
6522,_03216,2587936,1119568,Vétroz,,,Infiltration,na,na
6523,_03217,2588361,1119527,Vétroz,,,Infiltration,na,na
6525,_03218,2584365,1110980,Riddes,,,Dangers naturels,Géotechnique,na
6526,_03219,2570243,1103460,Martigny-Combe,,,Essais de plaque,na,na
6527,_03220,2589259,1118486,Conthey,,,Géotechnique,na,na
6528,_03221,2589373,1119492,Conthey,,,Infiltration,na,na
6529,_03222,2588740,1114550,Nendaz,,,Environnement,na,na
6530,_03223,2582079,1114741,Leytron,,,Expertise,na,na
6531,_03224,2588750,1117338,Vétroz,,,Diagnostic amiante,na,na
6532,_03225,2580056,1110561,Saxon,,,Diagnostic amiante,na,na
6533,_03226,2600506,1123074,St-Léonard,,,Essais de plaque,na,na
6534,_03227,2594751,1119200,Sion,,,Hydrogéologie,na,na
6535,_03228,2592783,1121150,Savièse,,,Géothermie,na,na
6536,_03229,2592150,1115401,Nendaz,,,Dangers naturels,Géotechnique,na
6537,_03230,2582359,1114881,Leytron,,,Bruit,na,na
6538,_03231,2588731,1119210,Vétroz,,,Infiltration,na,na
6539,_03232,2593509,1119856,Sion,,,Diagnostic amiante,na,na
6540,_03233,2589232,1115059,Nendaz,,,Géothermie,na,na
6541,_03234,2530799,1174428,Orbe,,,Dangers naturels,Géotechnique,na
6542,_03235,2587400,1117315,Vétroz,,,Infiltration,Gestion matériaux,na
6543,_03236,2599872,1120117,Mont-Noble,,,Dangers naturels,na,na
6544,_03237,2584999,1112501,Isérables,,,Photogrammétrie,na,na
6546,_03238,2588994,1114410,Nendaz,,,Polluants des bâtiments,na,na
6547,_03239,2601834,1128153,Lens,,,Polluants des bâtiments,na,na
6548,_03240,2608717,1129248,Noble-Contrée,,,Essais de plaque,na,na
6549,_03241,2571328,1106944,Martigny,,,Géotechnique,na,na
6550,_03242,2583999,1113000,Isérables,,,Hydropolitique,na,na
6551,_03243,2593540,1120708,Sion,,,Infiltration,na,na
6552,_03244,2561485,1142611,Montreux,,,Polluants des bâtiments,na,na
6553,_03245,2591840,1117039,Nendaz,,,Dangers naturels,na,na
6554,_03246,2594077,1120378,Sion,,,Dangers naturels,na,na
6555,_03247,2588559,1113775,Nendaz,,,Dangers naturels,na,na
6556,_03248,2579479,1110790,Saxon,,,Géotechnique,na,na
6557,_03249,2536619,1152551,Lausanne,,,Géotechnique,na,na
6558,_03250,2592449,1118519,Sion,,,Géotechnique,na,na
6559,_03251,2607391,1127905,Noble-Contrée,,,Sonde géothermique,na,na
6560,_03252,2580738,1113759,Saillon,,,Géotechnique,na,na
6561,_03253,2604997,1105987,Evolène,,,Dangers naturels,na,na
6562,_03254,2598160,1122773,St-Léonard,,,Dangers naturels,na,na
6563,_03255,2556476,1144563,La Tour-de-Peilz,,,Géotechnique,na,na
6564,_03256,2569819,1105120,Martigny-Combe,,,Diagnostic amiante,na,na
6566,_03257,2582539,1112399,Riddes,,,Hydrogéologie,na,na
6566,_03258,2582761,1112670,Riddes,,,Hydrogéologie,na,na
6567,_03259,2598833,1122610,St-Léonard,,,Géotechnique,na,na
6568,_03260,2593147,1122399,Savièse,,,Géotechnique,na,na
6569,_03261,2592250,1118417,Sion,,,Géotechnique,na,na
6571,_03262,2592137,1118982,Sion,,,Géotechnique,na,na
6572,_03263,2584760,1110157,Riddes,,,Dangers naturels,na,na
6573,_03264,2588998,1121015,Conthey,,,Géotechnique,na,na
6574,_03265,2569935,1134403,Ormont-Dessous,,,Dangers naturels,na,na
6575,_03266,2594370,1119050,Sion,,,Environnement,na,na
6576,_03267,2580049,1110500,Saxon,,,Géothermie,na,na
6577,_03268,2592545,1120370,Sion,,,Géotechnique,na,na
6578,_03269,2596945,1124435,Ayent,,,Géotechnique,na,na
6579,_03270,2591316,1121901,Savièse,,,Géotechnique,na,na
6580,_03271,2560811,1141924,Montreux,,,Dangers naturels,na,na
6581,_03272,2592820,1121030,Savièse,,,Géotechnique,na,na
6582,_03273,2596378,1114040,Hérémence,,,Dangers naturels,Géotechnique,na
6583,_03274,2567409,1122115,Bex,,,Géotechnique,na,na
6584,_03275,2590398,1114400,Nendaz,,,Dangers naturels,Géotechnique,na
6585,_03276,2589109,1115581,Nendaz,,,Surveillance,na,na
6586,_03277,2585626,1117432,Ardon,,,Infiltration,na,na
6587,_03278,2584334,1109880,Riddes,,,Dangers naturels,Géotechnique,na
6588,_03279,2579399,1110150,Saxon,,,Géotechnique,na,na
6589,_03280,2593264,1118340,Sion,,,Dangers naturels,na,na
6590,_03281,2598931,1122059,St-Léonard,,,Hydrogéologie,na,na
6591,_03282,2595918,1123166,Grimisuat,,,Géotechnique,na,na
6592,_03283,2582783,1113268,Riddes,,,Essais de plaque,na,na
6593,_03284,2596716,1118135,Vex,,,Dangers naturels,na,na
6594,_03285,2600579,1111814,St-Martin,,,Géotechnique,na,na
6595,_03286,2592850,1119110,Sion,,,Infiltration,Géotechnique,na
6596,_03287,2588609,1119211,Vétroz,,,Essais de plaque,na,na
6597,_03288,2601420,1124190,Lens,,,Géotechnique,na,na
6598,_03289,2597000,1240550,na,,,Dangers naturels,na,na
6600,_03290,2581919,1114259,Leytron,,,Hydrogéologie,na,na
6601,_03291,2584050,1107829,Riddes,,,Géologie,Géotechnique,Dangers naturels
6602,_03292,2596550,1123208,Grimisuat,,,Géotechnique,na,na
6603,_03293,2583459,1116580,Chamoson,,,Polluants des bâtiments,na,na
6604,_03294,2585480,1111696,Isérables,,,Dangers naturels,na,na
6605,_03295,2589900,1122707,Conthey,,,Expertise,na,na
6606,_03296,2585425,1111717,Isérables,,,Dangers naturels,na,na
6607,_03297,2608601,1126858,Sierre,,,Essais de plaque,na,na
6609,_03298,2589059,1118364,Conthey,,,Géotechnique,na,na
6610,_03299,2581740,1114700,Leytron,,,Dangers naturels,na,na
6611,_03300,2582915,1126884,Conthey,,,Géologie,na,na
6612,_03301,2584314,1115935,Chamoson,,,Environnement,na,na
6613,_03302,2579833,1111395,Saxon,,,Infiltration,Expertise,na
6614,_03303,2558101,1148402,Blonay - Saint-Légier,,,Dangers naturels,na,na
6615,_03304,2587269,1118431,Vétroz,,,Essais de plaque,na,na
6616,_03305,2584316,1104877,Val de Bagnes,,,Diagnostic amiante,na,na
6617,_03306,2583027,1105137,Val de Bagnes,,,Diagnostic amiante,na,na
6618,_03307,2593678,1122819,Savièse,,,Expertise,na,na
6622,_03308,2601674,1124338,Lens,,,Géotechnique,na,na
6623,_03309,2589659,1121045,Conthey,,,Géotechnique,na,na
6624,_03310,2607923,1129069,Noble-Contrée,,,Géotechnique,na,na
6625,_03311,2589227,1115449,Nendaz,,,Dangers naturels,na,na
6626,_03312,2587527,1118276,Vétroz,,,Essais de plaque,na,na
6627,_03313,2604054,1100394,Evolène,,,Géologie,Géotechnique,Dangers naturels
6629,_03314,2591973,1121916,Savièse,,,Géotechnique,na,na
6630,_03315,2594884,1117135,Sion,,,Géotechnique,na,na
6631,_03316,2595574,1119548,Sion,,,Essais de plaque,na,na
6632,_03317,2609384,1127670,Salgesch,,,Essais de plaque,na,na
6633,_03318,2600159,1126666,Icogne,,,Géotechnique,na,na
6634,_03319,2588659,1106410,Nendaz,,,Hydrogéologie,na,na
6635,_03320,2604212,1107849,Evolène,,,Dangers naturels,na,na
6636,_03321,2594411,1119394,Sion,,,Géothermie,na,na
6637,_03322,2567524,1107930,Salvan,,,Géotechnique,na,na
6640,_03323,2596238,1113395,Hérémence,,,Polluants des bâtiments,na,na
6641,_03324,2602624,1128373,Crans-Montana,,,Polluants des bâtiments,na,na
6642,_03325,2637578,1240207,na,,,Géotechnique,na,na
6643,_03326,2607497,1126037,Sierre,,,Essais de plaque,na,na
6644,_03327,2557000,1129451,Vionnaz,,,Géotechnique,na,na
6645,_03328,2581003,1114063,Saillon,,,Expertise,na,na
6646,_03329,2590588,1117196,Sion,,,Essais de plaque,na,na
6647,_03330,2561237,1139350,Villeneuve (VD),,,Géotechnique,na,na
6648,_03331,2564849,1131751,Yvorne,,,Dangers naturels,na,na
6649,_03332,2588819,1119045,Vétroz,,,Hydrogéologie,na,na
6650,_03333,2585479,1111696,Isérables,,,Géothermie,na,na
6651,_03334,2594157,1123047,Savièse,,,Essais de plaque,na,na
6652,_03335,2607319,1131190,Crans-Montana,,,Dangers naturels,na,na
6653,_03336,2555200,1147260,Vevey,,,Géotechnique,na,na
6654,_03337,2597256,1119605,Sion,,,Dangers naturels,na,na
6655,_03338,2608012,1127235,Sierre,,,Essais de plaque,na,na
6656,_03339,2594292,1119001,Sion,,,Essais de plaque,na,na
6657,_03340,2514155,1166975,L'Abbaye,,,Dangers naturels,na,na
6658,_03341,2561960,1142551,Montreux,,,Hydrogéologie,na,na
6659,_03342,2562068,1142588,Montreux,,,Hydrogéologie,na,na
6660,_03343,2579539,1110500,Saxon,,,Géotechnique,na,na
6661,_03344,2589526,1121200,Conthey,,,Essais de plaque,na,na
6662,_03345,2576529,1110841,Fully,,,Géothermie,na,na
6664,_03346,2572247,1126010,Gryon,,,Hydrogéologie,na,na
6665,_03347,2587549,1118984,Vétroz,,,Géotechnique,Hydrogéologie,na
6666,_03348,2604259,1123258,Chalais,,,Hydrologie,na,na
6667,_03349,2562199,1140525,Veytaux,,,Dangers naturels,na,na
6668,_03350,2584557,1122453,Ardon,,,Dangers naturels,na,na
6669,_03351,2607429,1126264,Sierre,,,Essais de plaque,na,na
6670,_03352,,,na,Dossier inexistant N:\ - N'existe pas dans la base de donnée,,na,na,na
6671,_03353,2598935,1122080,St-Léonard,,,Essais de plaque,na,na
6672,_03354,2580768,1113306,Saillon,,,Essais de plaque,na,na
6673,_03355,2603782,1099597,Evolène,,,Dangers naturels,Géotechnique,na
6674,_03356,2580889,1113954,Saillon,,,Polluants des bâtiments,na,na
6675,_03357,2597544,1119559,Sion,,,Dangers naturels,na,na
6676,_03358,2593553,1120567,Sion,,,Géotechnique,na,na
6677,_03359,2593912,1119570,Sion,,,Polluants des bâtiments,na,na
6678,_03360,2592541,1122425,Savièse,,,Dangers naturels,na,na
6679,_03361,2580384,1110936,Saxon,,,Essais de plaque,na,na
6680,_03362,2594088,1121291,Sion,,,Ebranlements géophone,na,na
6681,_03363,2593302,1120530,Sion,,,Ebranlements géophone,na,na
6682,_03364,2570227,1134551,Ormont-Dessous,,,Dangers naturels,na,na
6683,_03365,2597324,1120528,Sion,,,Hydrogéologie,na,na
6684,_03366,2589717,1119671,Conthey,,,Infiltration,na,na
6685,_03367,2595001,1119347,Sion,,,Géothermie,na,na
6686,_03368,2600626,1113168,St-Martin,,,Essais de plaque,na,na
6687,_03369,2557669,1147423,Blonay - Saint-Légier,,,Géotechnique,na,na
6688,_03370,2589935,1118923,Conthey,,,Polluants des bâtiments,na,na
6689,_03371,2589629,1118956,Conthey,,,Polluants des bâtiments,na,na
6690,_03372,2561927,1132755,Yvorne,,,Dangers naturels,na,na
6691,_03373,2547788,1155491,Forel (Lavaux),,,Dangers naturels,na,na
6692,_03374,2597051,1116650,Vex,,,Essais de plaque,na,na
6693,_03375,2599640,1116178,Mont-Noble,,,Essais de plaque,na,na
6694,_03376,2599499,1117744,Mont-Noble,,,Dangers naturels,na,na
6695,_03377,2599144,1116254,Mont-Noble,,,Géotechnique,na,na
6696,_03378,2592534,1118500,Sion,,,Géotechnique,na,na
6697,_03379,2584342,1115463,Chamoson,,,Polluants des bâtiments,na,na
6698,_03380,2590476,1117520,Sion,,,Géotechnique,na,na
6698,_03381,2590306,1117439,Nendaz,,,Géotechnique,na,na
6699,_03382,2601733,1123045,Sierre,,,Hydrologie,na,na
6700,_03383,2589719,1120358,Conthey,,,Polluants des bâtiments,na,na
6701,_03384,2593130,1119715,Sion,,,Géotechnique,Infiltration,Environnement
6702,_03385,2598858,1113374,Hérémence,,,Essais de plaque,na,na
6703,_03386,2599448,1121894,St-Léonard,,,Hydrogéologie,na,na
6704,_03387,2596759,1127234,Ayent,,,Expertise,na,na
6705,_03388,2594482,1119982,Sion,,,Infiltration,na,na
6706,_03389,2605068,1129171,Crans-Montana,,,Géotechnique,na,na
6707,_03390,2590180,1119957,Conthey,,,Géotechnique,na,na
6708,_03391,2584673,1110444,Riddes,,,Dangers naturels,na,na
6709,_03392,2603507,1129142,Crans-Montana,,,Polluants des bâtiments,na,na
6710,_03393,2587530,1113645,Nendaz,,,Polluants des bâtiments,na,na
6711,_03394,2589824,1121306,Conthey,,,Essais de plaque,na,na
6712,_03395,2601299,1127312,Lens,,,Essais de plaque,na,na
6713,_03396,2605708,1103291,Evolène,,,Essais de plaque,na,na
6714,_03397,2598882,1122096,St-Léonard,,,Essais de plaque,na,na
6715,_03398,2593395,1124791,Savièse,,,Géotechnique,na,na
6715,_03399,2592118,1126968,Savièse,,,Géotechnique,na,na
6716,_03400,2524112,1149134,Saint-Prex,,,Géotechnique,na,na
6717,_03401,2593000,1118501,Sion,,,Hydrogéologie,na,na
6718,_03402,2587329,1118311,Vétroz,,,Environnement,na,na
6719,_03403,2563849,1129908,Aigle,,,Géotechnique,na,na
6720,_03404,2562388,1120119,Monthey,,,Géotechnique,na,na
6721,_03405,2595202,1108848,Hérémence,,,Hydrogéologie,na,na
6722,_03406,2571784,1105673,Martigny,,,Essais de plaque,na,na
6723,_03407,2594423,1123412,Savièse,,,Essais de plaque,na,na
6724,_03408,2605739,1103349,Evolène,,,Essais de plaque,na,na
6725,_03409,2589682,1120437,Conthey,,,Géotechnique,na,na
6726,_03410,2554297,1137555,St-Gingolph,,,Polluants des bâtiments,na,na
6727,_03411,2586659,1116745,Ardon,,,Géotechnique,na,na
6728,_03412,2569702,1109999,Vernayaz,,,Environnement,na,na
6729,_03413,2571090,1108208,Martigny,,,Environnement,na,na
6730,_03414,2583599,1108732,Riddes,,,Hydrogéologie,na,na
6731,_03415,2584455,1109790,Riddes,,,Dangers naturels,na,na
6732,_03416,2568017,1107685,Salvan,,,Polluants des bâtiments,na,na
6733,_03417,2585165,1112269,Isérables,,,Géothermie,na,na
6734,_03418,2562408,1121016,Monthey,,,Bruit,na,na
6735,_03419,2590253,1116946,Nendaz,,,Géotechnique,Essais de plaque,na
6736,_03420,2604231,1130933,Crans-Montana,,,Dangers naturels,na,na
6737,_03421,2571394,1107771,Dorénaz,,,Hydrogéologie,na,na
6739,_03422,2577904,1103105,Sembrancher,,,Bruit,na,na
6740,_03423,2591110,1118069,Sion,,,Géotechnique,na,na
6741,_03424,2595421,1122761,Grimisuat,,,Essais de plaque,na,na
6742,_03425,2595750,1123500,Grimisuat,,,Géotechnique,na,na
6743,_03426,2590553,1122203,Savièse,,,Dangers naturels,na,na
6744,_03427,2594691,1121530,Grimisuat,,,Infiltration,Géotechnique,na
6745,_03428,2588249,1131149,Savièse,,,Sites pollués,na,na
6746,_03429,2589967,1118469,Sion,,,Infiltration,na,na
6747,_03430,2598365,1122199,Sion,,,Essais de plaque,na,na
6748,_03431,2561741,1122695,Monthey,,,Bruit,na,na
6749,_03432,2594918,1117830,Sion,,,Géotechnique,na,na
6750,_03433,2554608,1132099,Vouvry,,,Hydrogéologie,na,na
6751,_03434,2594692,1117398,Sion,,,Géotechnique,na,na
6752,_03435,2572315,1134400,Ormont-Dessous,,,Dangers naturels,na,na
6754,_03436,2606250,1124817,Sierre,,,Infiltration,Géotechnique,na
6754,_03437,2606172,1124787,Sierre,,,Infiltration,Géotechnique,na
6755,_03438,2588836,1119359,Conthey,,,Bruit,na,na
6756,_03439,2597821,1125994,Ayent,,,Géotechnique,Essais de plaque,na
6757,_03440,2589271,1118754,Conthey,,,Essais de plaque,na,na
6758,_03441,2597107,1124529,Ayent,,,Hydrogéologie,na,na
6759,_03442,2583097,1113155,Riddes,,,EIE,na,na
6760,_03443,2640913,1128779,Brig-Glis,,,Hydrogéologie,na,na
6762,_03444,2606158,1104066,Evolène,,,Essais de plaque,na,na
6763,_03445,2589990,1115946,Nendaz,,,Dangers naturels,na,na
6764,_03446,2603029,1128891,Crans-Montana,,,Géotechnique,na,na
6765,_03447,2597622,1103218,Hérémence,,,Dangers naturels,na,na
6766,_03448,2605225,1124715,Sierre,,,Essais de plaque,na,na
6767,_03449,2602662,1121480,Grône,,,Essais de plaque,na,na
6768,_03450,2533459,1154755,Ecublens (VD),,,Géotechnique,na,na
6769,_03451,2580456,1093310,Liddes,,,Essais de plaque,na,na
6770,_03452,2598030,1125395,Ayent,,,Essais de plaque,na,na
6771,_03453,2538285,1155795,Le Mont-sur-Lausanne,,,Géotechnique,na,na
6772,_03454,2593271,1118770,Sion,,,Hydrogéologie,na,na
6775,_03455,2595150,1108175,Hérémence,,,Hydrogéologie,na,na
6776,_03456,2596647,1126923,Ayent,,,Essais de plaque,na,na
6778,_03457,2596656,1120730,Sion,,,Hydrogéologie,na,na
6779,_03458,2593768,1116963,Sion,,,Infiltration,na,na
6780,_03459,2588043,1118812,Vétroz,,,Infiltration,na,na
6781,_03460,2586872,1117545,Ardon,,,Infiltration,na,na
6782,_03461,2562702,1128069,Aigle,,,Géotechnique,na,na
6783,_03462,2608864,1125802,Sierre,,,Essais de plaque,na,na
6784,_03463,2589727,1120358,Conthey,,,Bruit,na,na
6785,_03464,2593207,1118102,Sion,,,Géotechnique,na,na
6786,_03465,2598380,1122809,St-Léonard,,,Géotechnique,na,na
6787,_03466,2598485,1125946,Ayent,,,Infiltration,na,na
6788,_03467,2589576,1119977,Conthey,,,Polluants des bâtiments,na,na
6789,_03468,2587745,1121187,Conthey,,,Expertise,na,na
6790,_03469,2588969,1119498,Conthey,,,Essais de plaque,na,na
6791,_03470,2600263,1115840,Mont-Noble,,,Essais de plaque,na,na
6792,_03471,2571154,1105071,Martigny,,,Polluants des bâtiments,na,na
6793,_03472,2595241,1122593,Grimisuat,,,Géotechnique,na,na
6794,_03473,2570590,1124550,Gryon,,,Géotechnique,na,na
6795,_03474,2602687,1109011,Evolène,,,Essais de plaque,na,na
6796,_03475,2584525,1115543,Chamoson,,,Essais de plaque,na,na
6797,_03476,2530619,1167197,Eclépens,,,Dangers naturels,na,na
6798,_03477,2572105,1106191,Martigny,,,Polluants des bâtiments,na,na
6799,_03478,2614430,1109220,Anniviers,,,Essais de plaque,na,na
6800,_03479,2583135,1112862,Riddes,,,Essais de plaque,na,na
6801,_03480,2594021,1124678,Savièse,,,Essais de plaque,na,na
6802,_03481,2588080,1118777,Vétroz,,,Essais de plaque,na,na
6803,_03482,2611348,1117904,Anniviers,,,Essais de plaque,na,na
6804,_03483,2600816,1127142,Lens,,,Géotechnique,na,na
6805,_03484,2598934,1123981,St-Léonard,,,Dangers naturels,na,na
6806,_03485,2605529,1104363,Evolène,,,Dangers naturels,na,na
6807,_03486,2599146,1119686,Mont-Noble,,,Dangers naturels,na,na
6808,_03487,2581859,1113294,Riddes,,,Hydrogéologie,na,na
6809,_03488,2605355,1125885,Crans-Montana,,,Géotechnique,na,na
6810,_03489,2590526,1117485,Sion,,,Géothermie,na,na
6811,_03490,2588183,1119391,Vétroz,,,Infiltration,na,na
6812,_03491,2588248,1119230,Vétroz,,,Infiltration,na,na
6813,_03492,2580986,1115140,Leytron,,,Dangers naturels,na,na
6814,_03493,2581900,1113247,Riddes,,,Hydrogéologie,na,na
6814,_03494,2582900,1113901,Riddes,,,Hydrogéologie,na,na
6815,_03495,2583039,1113656,Riddes,,,Infiltration,na,na
6816,_03496,2596617,1112297,Hérémence,,,Essais de plaque,na,na
6817,_03497,2600800,1125200,Lens,,,Géotechnique,na,na
6818,_03498,2594080,1122640,Savièse,,,Géotechnique,na,na
6819,_03499,2586756,1118885,Vétroz,,,Polluants des bâtiments,na,na
6820,_03500,2595811,1114356,Vex,,,Géothermie,na,na
6821,_03501,2576210,1134349,Ormont-Dessus,,,Dangers naturels,na,na
6822,_03502,2600750,1124069,Lens,,,Géotechnique,na,na
6823,_03503,2599220,1119580,Mont-Noble,,,Géotechnique,na,na
6824,_03504,2593260,1118016,Sion,,,Dangers naturels,na,na
6825,_03505,2585932,1117311,Ardon,,,Essais de plaque,na,na
6826,_03506,2583676,1116733,Chamoson,,,Infiltration,na,na
6827,_03507,2584525,1115543,Chamoson,,,Infiltration,na,na
6828,_03508,2597768,1119924,Sion,,,Essais de plaque,na,na
